AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,hour,cat
Derailments,1982:04:SP:U3702,0,0,4100,5350,1,0,0,ELLIS,14:10,1982,1982,"T110,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:03:SSW:K2022,0,0,4000,0,0,0,0,SMITH,13:40,1982,1982,"T110,","SSW,",7,"T1,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Head on collision,1982:04:SP:W7572,0,3,0,60795,0,0,0,HARRIS,13:15,1982,1982,"H305,H999,","PTRA,SP,",77,"H3,H9,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:04:NCTR:ND4482,0,0,8250,10500,1,1,0,DALLAS,15:30,1982,1982,"T101,H503,","BN,NCTR,",1,"T1,H5,","T,H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:03:SP:S1822,0,0,6111,700,0,0,0,EL PASO,14:30,1982,1982,"E68C,","SP,",7,"E6,","E,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:02:SP:W3812,0,0,1500,5900,4,4,0,HARRIS,13:00,1982,1982,"T202,","SP,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:04:MKT:AX22S,0,0,750,11750,0,0,0,HARRIS,12:15,1982,1982,"T311,","MKT,",57,"T3,","T,",INDUSTRY,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:04:SSW:K3412,0,0,850,2975,0,0,0,SMITH,12:21,1982,1982,"E23C,E39C,","SSW,",1,"E2,E3,","E,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1983:06:KCS:335705,0,0,606,23300,0,0,0,JEFFERSON,16:15,1983,1983,"H503,","KCS,",57,"H5,","H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:07:SSW:K6212,0,0,4000,6600,0,0,0,MCLENNAN,16:00,1982,1982,"T101,","SSW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Side collision,1982:08:ATSF:210882102,0,0,0,7500,0,0,0,EL PASO,13:40,1982,1982,"H207,H401,","ATSF,",7,"H2,H4,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:05:SP:F7652,0,0,0,5000,0,0,0,JEFFERSON,12:40,1982,1982,"H306,","SP,",4,"H3,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:06:ATSF:220682101,0,0,7000,19300,0,0,0,BROWN,16:45,1982,1982,"T199,","ATSF,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:07:MP:82136,0,0,3000,10000,1,1,1,BRAZORIA,16:30,1982,1982,"T102,","MP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:05:SP:X0062,0,0,16000,16600,0,0,0,HARRIS,14:25,1982,1982,"H603,","MP,SP,",1,"H6,","H,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Other impacts,1982:07:BN:FW230,0,0,0,16574,0,0,0,TARRANT,13:35,1982,1982,"H211,","BN,",7,"H2,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:08:ATSF:230882102,0,0,50500,99800,0,0,0,BURLESON,16:22,1982,1982,"E39C,","ATSF,",1,"E3,","E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Side collision,1982:07:MP:82133,0,0,14000,111300,6,6,0,MCLENNAN,16:50,1982,1982,"T218,","MP,",11,"T2,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:06:SP:U5702,0,0,10000,0,0,0,0,GRAYSON,13:30,1982,1982,"T314,","SP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:06:MKT:AX35N,0,0,11075,15122,0,0,0,TARRANT,16:40,1982,1982,"T110,","MKT,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:07:TCT:580071782,0,0,4110,1140,0,0,0,GALVESTON,12:15,1982,1982,"T314,","TCT,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:07:ATSF:220782105,0,0,6800,4150,0,0,0,BROWN,16:35,1982,1982,"H513,","ATSF,",7,"H5,","H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:06:PTRA:JUNE0282,0,0,5694,0,0,0,0,HARRIS,13:10,1982,1982,"E64C,","PTRA,",7,"E6,","E,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:07:SP:X3712,0,0,14000,0,0,0,0,CAMERON,14:15,1982,1982,"T220,","SP,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:06:PTRA:JUNE0382,0,0,5541,0,0,0,0,HARRIS,16:35,1982,1982,"M203,H503,","PTRA,",7,"M2,H5,","M,H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:08:BN:FW276,0,0,6800,15000,0,0,0,WISE,16:00,1982,1982,"E53C,","BN,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:06:MKT:AX30S,0,0,8000,11500,0,0,0,HARRIS,14:40,1982,1982,"T222,","MKT,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:05:SSW:K3992,0,0,8000,1300,0,0,0,HUNT,15:45,1982,1982,"E23C,","SSW,",1,"E2,","E,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:07:SP:X3892,0,0,3500,16165,0,0,0,HARRIS,12:30,1982,1982,"T314,E46C,E64C,","BN,SP,",1,"T3,E4,E6,","T,E,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:05:SSW:K4252,0,0,9000,14894,0,0,0,HENDERSON,16:30,1982,1982,"T111,","SSW,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:06:SP:U5902,0,0,8500,0,0,0,0,BURNET,16:00,1982,1982,"T110,","SP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:07:BN:FW220,0,0,0,17900,1,0,0,TARRANT,12:15,1982,1982,"T001,","BN,",1,"T0,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:07:ATSF:230782102,0,0,10100,11500,0,0,0,LAMPASAS,13:40,1982,1982,"M204,T101,","ATSF,",1,"M2,T1,","M,T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:05:MKT:AX25S,0,0,3500,6000,0,0,0,GRAYSON,15:40,1982,1982,"T101,","MKT,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Highway-rail impact,1982:05:SP:F7362,2,1,6000,3000,0,0,0,HARRIS,12:27,1982,1982,"M399,","SP,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Highway-rail impact,1982:07:ATSF:230782103,0,0,0,6100,0,0,0,HARDIN,14:10,1982,1982,"M399,","ATSF,",5,"M3,","M,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Raking collision,1982:07:SP:X3702,0,0,10000,5350,0,0,0,COLORADO,14:05,1982,1982,"T204,","SP,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:05:SP:U5012,0,0,3600,300,0,0,0,ELLIS,16:40,1982,1982,"T101,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:06:BN:FW177,0,0,1000,3700,0,0,0,MADISON,14:45,1982,1982,"T110,","BN,",1,"T1,","T,",SIDING,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:07:MP:82128,0,0,750,13000,0,0,0,FANNIN,13:55,1982,1982,"T109,","MP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Other impacts,1982:06:MKT:AX32S,0,0,75,12000,4,0,0,GRAYSON,13:00,1982,1982,"E31C,","MKT,",75,"E3,","E,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:07:MP:82138,0,0,22950,7400,0,0,0,WILLIAMSON,14:00,1982,1982,"T109,","MP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:05:SP:U4602,0,0,6000,0,0,0,0,DALLAS,13:55,1982,1982,"T101,","SP,",7,"T1,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:07:ATSF:200782104,0,0,10200,12100,0,0,0,SCURRY,15:20,1982,1982,"T299,","ATSF,",1,"T2,","T,",SIDING,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:07:BN:FW221,0,0,11000,18500,0,0,0,TARRANT,15:55,1982,1982,"T202,","BN,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:08:ATSF:230882104,0,0,12000,20675,0,0,0,HARDIN,14:40,1982,1982,"T109,","ATSF,",61,"T1,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:07:MKT:AX38S,0,0,8000,15400,0,0,0,BASTROP,15:30,1982,1982,"T108,T110,","MKT,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:08:MKT:AX47S,0,0,7775,13200,0,0,0,HARRIS,15:45,1982,1982,"T110,","MKT,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:11:ATSF:201182101,0,0,10000,267700,0,0,0,REAGAN,14:50,1982,1983,"T215,","ATSF,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:08:SSW:K7072,0,0,5100,15100,0,0,0,DALLAS,12:45,1982,1982,"M503,","SSW,",7,"M5,","M,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:08:MKT:AX49S,0,0,48031,287000,0,0,0,DALLAS,15:00,1982,1982,"H505,H503,","BN,MKT,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:07:WRRC:ACC101,0,0,5487,50000,0,0,0,COMAL,12:15,1982,1982,"H702,H704,","MKT,WRRC,",1,"H7,","H,",INDUSTRY,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:10:ATSF:231082101,0,0,22500,18000,0,0,0,BURLESON,16:30,1982,1983,"E64C,T314,","ATSF,",1,"E6,T3,","E,T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Highway-rail impact,1982:10:MP:T820539,0,1,28700,347500,11,0,0,HARDIN,15:40,1982,1983,"M399,","MP,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:08:MP:82149,0,0,500,9000,0,0,0,ORANGE,16:40,1982,1982,"T314,","MP,",7,"T3,","T,",INDUSTRY,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:10:ATSF:221082101,0,0,7600,1050,0,0,0,DALLAS,13:40,1982,1983,"E64C,T222,","ATSF,",1,"E6,T2,","E,T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:08:SP:X7422,0,0,1500,4700,0,0,0,HARRIS,15:30,1982,1982,"T311,","SP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:08:SSW:K6952,0,0,6700,50110,0,0,0,HENDERSON,15:00,1982,1982,"T110,","SSW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Side collision,1982:10:MP:82190,0,0,0,6000,0,0,0,HARRIS,16:45,1982,1983,"H402,","MP,",15,"H4,","H,",SIDING,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:10:SP:Y1112,0,0,74000,63200,0,0,0,BRAZOS,12:20,1982,1983,"T102,H513,H699,","MP,SP,",1,"T1,H5,H6,","T,H,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:09:SSW:K7512,0,0,8600,4700,0,0,0,HENDERSON,13:15,1982,1982,"T110,","SSW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:08:MP:82153,0,0,1300,15400,0,0,0,HARRIS,13:32,1982,1982,"T314,","MP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:10:SP:Y0772,0,0,34000,0,0,0,0,BEE,15:50,1982,1983,"E46C,","SP,",1,"E4,","E,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Fire/violent rupture,1982:12:BN:FW385,0,0,0,10000,0,0,0,CLAY,14:35,1982,1983,"E73L,","BN,",1,"E7,","E,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Side collision,1982:08:PTRA:AUG0182,0,0,150,7800,0,0,0,HARRIS,15:15,1982,1982,"H301,H999,","PTRA,",7,"H3,H9,","H,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:10:MKT:AX55S,0,0,10104,32350,0,0,0,ELLIS,16:05,1982,1983,"E40C,M405,","BN,MKT,",1,"E4,M4,E4,","E,M,E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Head on collision,1982:10:BN:TU377,0,0,0,69510,0,0,0,TARRANT,13:40,1982,1983,"H603,","BN,",17,"H6,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1983:01:SP:U0173,0,0,12000,0,0,0,0,FAYETTE,14:15,1983,1983,"H702,","SP,",1,"H7,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:01:SP:S0053,0,0,6850,2000,0,0,0,EL PASO,15:30,1983,1983,"T002,","SP,",7,"T0,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Other impacts,1982:12:SSW:K9482,0,0,4900,0,0,0,0,DALLAS,12:10,1982,1983,"T101,","SSW,",7,"T1,","T,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:12:SSW:K9472,0,0,4600,1200,0,0,0,HUNT,14:55,1982,1983,"H702,","SSW,",8,"H7,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1982:11:SP:Y2032,0,0,4000,0,0,0,0,BRAZOS,13:30,1982,1983,"H204,H513,","SP,",NA,"H2,H5,","H,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1983:01:GWF:3066,0,0,22180,9600,0,0,0,GALVESTON,15:15,1983,1983,"T001,E64C,H513,","ATSF,GWF,",7,"T0,E6,H5,E6,","T,E,H,E,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1983:01:MP:83009,0,0,650,4251,0,0,0,BRAZORIA,15:30,1983,1983,"T314,","MP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:11:KCS:329898,0,0,1000,3000,0,0,0,ORANGE,15:05,1982,1983,"E52C,","KCS,",1,"E5,","E,",SIDING,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:11:SP:Y2132,0,0,3500,23200,0,0,0,VICTORIA,14:45,1982,1983,"E76L,","SP,",1,"E7,","E,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:02:MP:83038,0,0,10000,13350,0,0,0,WILLACY,12:05,1983,1983,"E52C,","MP,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1982:12:BN:FW397,0,0,35000,163335,0,0,0,NAVARRO,13:30,1982,1983,"T111,T109,","BN,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:12:MP:82225,0,0,1500,6800,0,0,0,HARRISON,13:00,1982,1983,"H503,","MP,",7,"H5,","H,",INDUSTRY,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:12:SSW:K9902,0,0,6300,3000,0,0,0,SMITH,15:11,1982,1983,"E62C,","SSW,",1,"E6,","E,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Fire/violent rupture,1982:12:OKT:F1,0,0,0,10000,0,0,0,DALLAS,12:30,1982,1983,"M406,","OKT,",5,"M4,","M,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Highway-rail impact,1983:01:SP:U0123,0,0,0,5000,0,0,0,LAVACA,13:20,1983,1983,"M399,","SP,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1983:02:BN:FW43,0,0,6000,53425,0,0,0,NAVARRO,16:15,1983,1983,"T001,H503,","BN,",1,"T0,H5,","T,H,",SIDING,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:11:SP:Y2532,0,0,1000,5000,0,0,0,HARRIS,13:05,1982,1983,"T299,T308,","ATK,SP,",2,"T2,T3,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Side collision,1983:01:SP:W0653,0,0,0,6450,0,0,0,HARRIS,14:30,1983,1983,"S012,","SP,",1,"S0,","S,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:02:SP:U0853,0,0,4600,108700,0,0,0,BEXAR,15:30,1983,1983,"T207,","SP,",1,"T2,","T,",INDUSTRY,Texas,31.827233,-99.423022,15,Afternoon
Obstruction impact,1983:01:BN:FW21,0,0,0,5777,0,0,0,WILBARGER,15:25,1983,1983,"H402,","BN,",5,"H4,","H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Other impacts,1983:01:SSW:M0133,0,0,12300,40000,0,0,0,DALLAM,15:10,1983,1983,"S012,","SSW,",7,"S0,","S,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:11:SP:Y2462,0,0,10100,900,0,0,0,HARRIS,16:25,1982,1983,"H503,","SP,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1982:12:ATSF:221282101,0,0,5000,6400,0,0,0,ERATH,13:00,1982,1983,"T110,T001,","ATSF,",1,"T1,T0,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1982:11:SSW:K8712,0,0,4000,23600,0,0,0,NAVARRO,13:50,1982,1983,"T110,","SSW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Side collision,1982:12:SP:V1892,0,0,13500,8475,0,0,0,MAVERICK,15:45,1982,1983,"M501,","SP,",16,"M5,","M,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1982:12:SSW:K9532,0,0,9500,0,0,0,0,SMITH,14:00,1982,1983,"T102,","SSW,",7,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:03:BN:FW107,0,0,0,7700,0,0,0,TARRANT,13:45,1983,1983,"T108,","BN,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Side collision,1983:03:HBT:AX1C83,0,0,0,7100,0,0,0,HARRIS,16:50,1983,1983,"H306,","HBT,",76,"H3,","H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:03:SP:W2333,0,0,3500,15650,0,0,0,HARRIS,12:25,1983,1983,"T101,","SP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1983:01:MP:83028,0,0,1100,6000,0,0,0,TARRANT,13:00,1983,1983,"H503,","MKT,MP,",7,"H5,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Side collision,1983:04:LA:315348,0,0,0,8500,0,0,0,HUNT,14:10,1983,1983,"H702,","LA,MKT,",76,"H7,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:03:MKT:AX9S,0,0,15125,150,0,0,0,BEXAR,12:05,1983,1983,"E46C,","MKT,",1,"E4,","E,",INDUSTRY,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1983:04:SP:W3973,0,0,8000,2500,0,0,0,HARRIS,14:10,1983,1983,"T202,","SP,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:03:OKT:AX12OK,0,0,5250,59500,0,0,0,DALLAS,13:25,1983,1983,"T110,","BN,OKT,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Fire/violent rupture,1983:03:BN:FW79,0,0,0,22000,0,0,0,FREESTONE,13:40,1983,1983,"M406,","BN,",5,"M4,","M,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1983:02:SP:S0983,0,0,4900,9000,0,0,0,EL PASO,14:45,1983,1983,"E05C,","SP,",1,"E0,","E,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:02:SP:S1063,0,0,600,4300,0,0,0,EL PASO,15:45,1983,1983,"T002,","SP,",1,"T0,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1983:04:SP:U2663,0,0,56000,800,0,0,0,ELLIS,16:10,1983,1983,"T101,M405,","SP,",1,"T1,M4,","T,M,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:04:PTRA:APR0183,0,0,0,7500,0,0,0,HARRIS,12:00,1983,1983,"T108,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1983:03:BN:FW98,0,0,8000,3600,0,0,0,TARRANT,15:30,1983,1983,"T110,","BN,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1983:03:SP:U1523,0,0,15900,21750,0,0,0,TERRELL,16:20,1983,1983,"T101,","SP,",1,"T1,","T,",SIDING,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:04:SSW:K1823,0,0,5700,32000,0,0,0,HENDERSON,16:45,1983,1983,"T110,","SSW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Head on collision,1983:03:MKT:AX10S,0,6,16565,1645851,0,0,0,BELL,16:10,1983,1983,"S099,","MKT,",61,"S0,","S,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:02:SSW:K0823,0,0,13000,14400,0,0,0,BOWIE,16:45,1983,1983,"T220,","SSW,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:05:MP:83089,0,0,16000,282000,0,0,0,FALLS,16:10,1983,1983,"T202,","MP,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:03:ATSF:230383101,0,1,66000,2454564,0,0,0,JOHNSON,16:00,1983,1983,"E53C,","ATSF,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:02:SSW:K0953,0,0,0,10900,0,0,0,TARRANT,16:00,1983,1983,"H702,","SSW,",7,"H7,","H,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:04:SP:W4103,0,0,14100,2000,0,0,0,BEE,16:55,1983,1983,"E46C,E40C,","SP,",1,"E4,","E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:05:ATSF:220583102,0,0,1115,9450,0,0,0,TARRANT,15:55,1983,1983,"T399,","ATSF,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1983:04:SP:W3993,0,0,5500,500,0,0,0,HARRIS,16:20,1983,1983,"M599,","SP,",7,"M5,","M,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:06:MKT:AX20S,0,0,1725,11500,0,0,0,ELLIS,15:30,1983,1983,"T102,","MKT,",7,"T1,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1983:04:SSW:K1803,0,0,32609,1650,0,0,0,HUNT,13:05,1983,1983,"H503,","SSW,",1,"H5,","H,",SIDING,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1983:06:SP:U4243,0,0,15000,110650,0,0,0,WILLIAMSON,16:15,1983,1983,"T222,","SP,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:07:SP:U4943,0,0,18000,9000,0,0,0,BEXAR,14:55,1983,1983,"T314,","SP,",1,"T3,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:06:SSW:K3293,0,0,9786,600,0,0,0,HUNT,15:18,1983,1983,"T314,","SSW,",1,"T3,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1983:08:BN:FW384,0,0,2000,3500,1,1,0,WICHITA,13:14,1983,1983,"T202,","BN,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1983:08:ATSF:200883102,0,0,106000,545550,5,1,0,SCURRY,16:00,1983,1983,"E53C,","ATSF,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:07:SP:W9183,0,0,3500,7000,0,0,0,HARRIS,14:40,1983,1983,"T314,","SP,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1983:07:SP:W8393,0,0,6400,35000,0,0,0,COLORADO,16:40,1983,1983,"T110,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:06:MKT:AX18S,0,0,11000,0,0,0,0,TARRANT,13:20,1983,1983,"H503,","MKT,",NA,"H5,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1983:06:SP:W7703,0,0,27000,128225,0,0,0,CAMERON,14:45,1983,1983,"T113,","SP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1975:09:MKT:AX145S,0,0,0,2300,0,0,0,,12:40,1975,1975,"H503,","MKT,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1975:09:TP:8613,0,0,1400,1000,0,0,0,TARRANT,14:00,1975,1975,"T314,T001,","ATK,TP,",22,"T3,T0,T3,T0,","T,",SIDING,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1975:10:TP:8856,0,0,2300,1800,0,0,0,TARRANT,12:45,1975,1976,"H703,","ATSF,TP,",7,"H7,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1983:08:MKT:AX32S,0,0,1850,17500,0,0,0,ELLIS,16:50,1983,1983,"T110,","MKT,",7,"T1,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Highway-rail impact,1983:07:MKT:XA63S,0,0,7000,7000,0,0,0,HILL,14:50,1983,1983,"M399,","MKT,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Fire/violent rupture,1980:05:SP:S4700,0,0,0,4000,0,0,0,EL PASO,16:00,1980,1980,"E06C,","SP,",1,"E0,","E,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1983:05:SP:U3433,0,0,7200,22500,0,0,0,GRAYSON,13:30,1983,1983,"T221,","BN,SP,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1980:05:SP:X2440,0,0,13770,21400,0,0,0,FORT BEND,15:00,1980,1980,"T102,H503,","SP,",1,"T1,H5,","T,H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1980:05:SP:X1310,0,0,14700,5140,0,0,0,SHELBY,13:40,1980,1980,"E34C,","SP,",1,"E3,","E,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Other impacts,1983:07:SP:U4983,0,0,6500,0,0,0,0,DALLAS,14:40,1983,1983,"M201,M202,","SP,",1,"M2,","M,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Other impacts,1983:06:SP:W8073,0,0,10200,0,0,0,0,LIBERTY,13:00,1983,1983,"H699,","SP,",55,"H6,","H,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
