AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,hour,cat
Derailments,1991:04:ATSF:040491103,0,0,8000,34125,0,0,0,BROWN,14:30,1991,1991,"T110,","ATSF,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:06:SP:H2351,0,0,17000,300,0,0,0,CHAMBERS,12:20,1991,1991,"T101,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1991:04:SP:H1291,0,0,22000,62100,11,5,1,HARRIS,15:00,1991,1991,"M405,","SP,",1,"M4,","M,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:06:AUNW:D9101,0,0,9200,56245,0,0,0,WILLIAMSON,15:00,1991,1991,"T109,","AUNW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Head on collision,1991:07:BN:FW0747,0,10,35229,2527600,20,5,3,MONTGOMERY,15:45,1991,1991,"H404,H215,","BN,",1,"H4,H2,","H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:05:SP:H1821,0,0,94000,21000,0,0,0,HARRIS,15:49,1991,1991,"T399,","SP,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:08:BN:FW0815,0,0,0,10000,0,0,0,HARRIS,15:30,1991,1991,"H306,","BN,",1,"H3,","H,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Other impacts,1991:07:PTRA:JULY0191,0,0,30000,17000,10,2,1,HARRIS,14:25,1991,1991,"H312,H601,","PTRA,",76,"H3,H6,H3,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:05:HBT:AX1E91,0,0,15801,37220,13,0,0,HARRIS,15:00,1991,1991,"M503,","HBT,UP,",1,"M5,","M,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Side collision,1991:07:SP:H2421,0,0,20000,10000,1,0,0,HARRIS,12:31,1991,1991,"H302,H999,","SP,",1,"H3,H9,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1991:05:UP:0591RR009,0,0,28100,2915,0,0,0,GREGG,15:00,1991,1991,"T314,E64C,","UP,",7,"T3,E6,","T,E,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:03:UP:0391FW008,0,3,24142,135000,0,0,0,DALLAS,13:45,1991,1991,"T310,","UP,",1,"T3,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Side collision,1991:07:HBT:AX3G91,0,0,0,28850,9,2,0,HARRIS,14:00,1991,1991,"H021,","HBT,",76,"H0,","H,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:04:SP:H1361,0,0,4500,4250,0,0,0,HARRIS,15:30,1991,1991,"T110,","SP,",7,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:07:SP:H2631,0,0,23000,7700,1,1,0,HARRIS,12:15,1991,1991,"E31C,","SP,",1,"E3,","E,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Other impacts,1991:07:BN:FW0718,0,0,0,20000,0,0,0,HARRIS,16:30,1991,1991,"H306,","BN,",1,"H3,","H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1991:06:SP:L1481,0,0,4400,4300,1,0,0,EL PASO,12:50,1991,1991,"H702,","SP,",7,"H7,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1991:07:HBT:AX2G91,0,0,0,12050,0,0,0,HARRIS,12:45,1991,1991,"E31C,","HBT,",76,"E3,","E,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1991:06:SP:H2081,0,0,17000,9125,4,4,0,HARRIS,15:00,1991,1991,"T110,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:04:SP:J3671,0,0,2000,47000,0,0,0,JEFFERSON,12:45,1991,1991,"M405,","SP,",1,"M4,","M,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Obstruction impact,1991:06:BN:FW0565,0,2,15000,138500,5,0,0,COLLIN,14:10,1991,1991,"H022,M404,","BN,",61,"H0,M4,H0,M4,","H,M,H,M,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:07:TN:1,0,0,4924,2000,0,0,0,MORRIS,14:45,1991,1991,"E07C,","TN,",1,"E0,","E,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:07:SP:G1431,0,0,100,46050,0,0,0,UVALDE,13:30,1991,1991,"H020,","SP,",7,"H0,","H,",SIDING,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1991:07:ATSF:020791105,0,0,120000,1334100,14,14,13,PARMER,13:45,1991,1991,"E51L,","ATSF,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Other impacts,1991:04:SP:H1421,0,0,0,15050,0,0,0,HARRIS,12:20,1991,1991,"M407,","SP,",7,"M4,","M,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1991:06:ATSF:040691105,0,0,35000,21665,1,1,0,JOHNSON,16:30,1991,1991,"T109,","ATSF,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1991:10:UP:1091LU018,0,0,0,35000,0,0,0,JEFFERSON,15:30,1991,1992,"T314,","UP,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:11:SP:H4001,0,0,2000,23000,0,0,0,HARRIS,12:35,1991,1992,"H503,","SP,",1,"H5,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Highway-rail impact,1991:10:UP:1091FW014,0,2,0,23000,0,0,0,DALLAS,13:00,1991,1992,"M399,","UP,",5,"M3,","M,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1991:09:SP:H3411,0,0,5000,28400,0,0,0,CHAMBERS,14:15,1991,1991,"T110,","SP,",1,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:08:SP:H2811,0,0,1200,6000,0,0,0,HARRIS,14:30,1991,1991,"H312,","SP,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:11:UP:1191FW001,0,0,6158,17900,0,0,0,DALLAS,14:00,1991,1992,"T110,","UP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:10:TM:91137,0,0,60000,300000,1,0,0,WEBB,16:30,1991,1992,"T109,","TM,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1991:08:SP:H2901,0,0,8800,3320,1,1,0,HARRIS,12:45,1991,1991,"T311,","SP,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Other impacts,1991:10:ATSF:011091101,0,0,500,23300,1,1,0,CARSON,12:30,1991,1992,"H020,","ATSF,",7,"H0,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Side collision,1991:10:PTRA:OCT0191,0,0,0,25583,0,0,0,HARRIS,14:40,1991,1992,"H401,","PTRA,",7,"H4,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:09:SSW:V3021,0,0,50000,2535129,0,0,0,BOWIE,15:55,1991,1991,"H521,H999,","SSW,",1,"H5,H9,","H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1991:06:SP:H2181,0,0,0,8400,0,0,0,COLORADO,12:40,1991,1991,"H307,","SP,",1,"H3,","H,",SIDING,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1991:12:ATSF:041291101,0,0,43900,5000,0,0,0,SAN AUGUSTINE,15:05,1991,1992,"E53C,","ATSF,",1,"E5,","E,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Other impacts,1991:12:ATSF:041291103,0,0,0,10052,0,0,0,TARRANT,13:40,1991,1992,"H306,H302,","ATSF,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1991:12:SP:H4661,0,0,20700,2650,0,0,0,HARRIS,15:45,1991,1992,"T110,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:04:KCS:438262,0,0,2237,39191,0,0,0,JEFFERSON,15:50,1992,1992,"E46C,","KCS,",1,"E4,","E,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:03:KCS:346817,0,0,2790,17600,0,0,0,JEFFERSON,12:30,1992,1992,"T399,","KCS,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Side collision,1992:04:PTRA:APR0292,0,0,700,124369,0,0,0,HARRIS,14:15,1992,1992,"H021,","PTRA,",67,"H0,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:12:SP:G3181,0,0,13000,2710,1,1,0,BURLESON,12:01,1991,1992,"M503,","ATSF,SP,",5,"M5,","M,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:03:UP:0392HO012,0,0,31810,7500,0,0,0,CAMERON,12:30,1992,1992,"M503,","UP,",7,"M5,","M,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:01:SP:G0242,0,0,2000,20125,0,0,0,LEE,16:05,1992,1992,"T110,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:04:DGNO:09,0,0,1000,15000,0,0,0,HUNT,16:45,1992,1992,"H599,","DGNO,",7,"H5,","H,",INDUSTRY,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:02:SP:H0502,0,0,50000,150800,1,1,0,LIBERTY,16:50,1992,1992,"H210,","SP,",1,"H2,","H,",SIDING,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:02:UP:0292FW010,0,0,16604,24000,0,0,0,TARRANT,15:10,1992,1992,"H518,","UP,",1,"H5,","H,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Highway-rail impact,1992:03:UP:0392HO001,0,0,0,14718,45,0,0,REFUGIO,13:55,1992,1992,"M303,","UP,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1992:01:UP:0192HO019,0,0,4000,3260,0,0,0,HARRIS,16:15,1992,1992,"E46C,","UP,",1,"E4,","E,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1991:12:UP:1291TO007,0,0,1000,11505,0,0,0,GRAYSON,12:40,1991,1992,"T221,","UP,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:02:UP:0292FW012,0,0,400,12650,0,0,0,DENTON,14:40,1992,1992,"T110,","UP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1992:01:UP:0192LU018,0,0,7000,1100,0,0,0,LIBERTY,15:55,1992,1992,"T221,","UP,",1,"T2,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:04:SP:J1232,0,0,10400,0,0,0,0,JEFFERSON,16:10,1992,1992,"T111,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Obstruction impact,1992:01:BN:FW0018,0,0,0,6500,0,0,0,FREESTONE,15:35,1992,1992,"H999,","BN,",5,"H9,","H,",INDUSTRY,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:04:ATSF:020492104,0,0,8230,48580,0,0,0,NOLAN,16:15,1992,1992,"M599,E34C,","ATSF,",1,"M5,E3,","M,E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Obstruction impact,1992:01:HLPZ:INDUSTRY,0,0,0,0,0,0,0,FREESTONE,15:35,1992,1992,"H999,","BN,",5,"H9,","H,",INDUSTRY,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:01:SP:G0152,0,0,22000,607527,0,0,0,VICTORIA,14:15,1992,1992,"T204,","SP,",1,"T2,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1991:12:UP:1291HO005,0,0,2000,10640,0,0,0,HARRIS,16:40,1991,1992,"M503,","UP,",1,"M5,","M,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:04:SP:H1432,0,0,29200,2500,0,0,0,HARRIS,13:15,1992,1992,"H525,","SP,",1,"H5,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1992:01:BN:FW0024,0,0,500,27500,0,0,0,DALLAM,16:30,1992,1992,"E62C,","BN,",1,"E6,","E,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:08:ATSF:040892103,0,0,101000,185530,0,0,0,LAMPASAS,14:55,1992,1992,"T299,E46C,","ATSF,",1,"T2,E4,","T,E,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Other impacts,1992:06:BN:FW0568,0,0,350,11000,0,0,0,TARRANT,12:10,1992,1992,"H310,","BN,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Other impacts,1992:06:ATSF:020692103,0,0,0,10000,1,1,0,LUBBOCK,14:30,1992,1992,"H018,","ATSF,",1,"H0,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1992:06:ATSF:040692104,0,0,26650,6000,2,2,1,FORT BEND,16:10,1992,1992,"H303,H306,","ATSF,SP,",1,"H3,","H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:06:BN:FW0576,0,0,5000,78000,0,0,0,ARCHER,13:35,1992,1992,"T109,","BN,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Highway-rail impact,1992:09:SP:V2182,0,0,0,55000,0,0,0,ELLIS,16:32,1992,1992,"M303,","ATK,SP,",2,"M3,","M,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:08:ATSF:040892101,0,0,21000,16110,0,0,0,TARRANT,12:25,1992,1992,"H514,","ATSF,",7,"H5,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:08:ATSF:020892127,0,0,8000,7000,0,0,0,NOLAN,15:05,1992,1992,"T311,","ATSF,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:07:UP:0792RR010,0,0,12491,7850,0,0,0,WOOD,16:55,1992,1992,"E64C,","UP,",1,"E6,","E,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:06:BN:FW0574,0,0,20000,36274,0,0,0,WICHITA,16:45,1992,1992,"T102,","BN,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:06:BN:FW0543,0,0,0,60000,0,0,0,HARRIS,15:30,1992,1992,"H306,","BN,",1,"H3,","H,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:06:SP:H2032,0,0,4500,8000,1,1,0,HARRIS,14:30,1992,1992,"H702,","SP,",1,"H7,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Other impacts,1992:09:PTRA:SEPT0292,0,0,0,6756,0,0,0,HARRIS,12:30,1992,1992,"H018,","PTRA,",7,"H0,","H,",INDUSTRY,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:07:UP:0792HO008,0,0,52362,3600,0,0,0,CAMERON,14:15,1992,1992,"T314,","UP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1992:07:ATSF:020792102,0,0,13000,233080,3,3,2,POTTER,15:45,1992,1992,"H501,","ATSF,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:07:SP:J2562,0,0,0,56850,0,0,0,JEFFERSON,12:30,1992,1992,"T110,","SP,",1,"T1,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Side collision,1992:06:UP:0692RR003,0,0,150,10750,0,0,0,GREGG,12:05,1992,1992,"H306,","UP,",76,"H3,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:08:SP:H3082,0,0,18000,43000,9,2,0,HARRIS,16:30,1992,1992,"T311,","SP,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Other impacts,1992:06:HBT:AX920602,0,0,0,7000,0,0,0,HARRIS,15:45,1992,1992,"H401,","HBT,",7,"H4,","H,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Other impacts,1992:08:ATSF:040892102,0,0,300,8310,0,0,0,JOHNSON,12:30,1992,1992,"H306,","ATSF,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Other impacts,1992:09:HBT:B9209078,0,1,57697,11947,0,0,0,HARRIS,12:45,1992,1992,"E01C,","HBT,",7,"E0,","E,",SIDING,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:07:SP:V1502,0,0,6500,13800,1,1,0,COLLIN,14:30,1992,1992,"M505,","SP,",1,"M5,","M,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1992:05:ATSF:040592104,0,0,1500,15830,0,0,0,TARRANT,16:00,1992,1992,"H504,","ATSF,",1,"H5,","H,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Side collision,1992:09:SP:H3772,0,0,0,25000,0,0,0,HARRIS,13:30,1992,1992,"H306,","SP,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1992:08:ATSF:020892131,0,0,3000,6000,3,3,0,RANDALL,16:00,1992,1992,"T311,","ATSF,",1,"T3,","T,",SIDING,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:08:SP:H3362,0,0,400,6251,0,0,0,HARRIS,12:30,1992,1992,"M599,","SP,",7,"M5,","M,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:08:SP:V1822,0,0,1700,34320,0,0,0,WALLER,14:09,1992,1992,"T110,","SP,",1,"T1,","T,",SIDING,Texas,31.827233,-99.423022,14,Afternoon
Fire/violent rupture,1993:04:BN:FW0245,0,0,99900,0,0,0,0,COLLIN,15:15,1993,1993,"T499,","BN,",5,"T4,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1993:04:BN:FW0231,0,0,8000,400,0,0,0,GRAYSON,15:30,1993,1993,"E0HC,","BN,",1,"E0,","E,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:10:ATSF:041092113,0,0,200,40000,0,0,0,TARRANT,14:01,1992,1993,"E40C,","ATK,ATSF,",2,"E4,","E,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:02:BN:FW0032,0,0,250,8200,0,0,0,TARRANT,12:10,1993,1993,"T001,","BN,",7,"T0,","T,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1992:10:UP:1092RR009,0,0,117203,94250,40,14,0,WALKER,15:15,1992,1993,"M405,T102,","UP,",1,"M4,T1,","M,T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1993:01:BN:AO0006,0,0,400,7200,11,0,0,WICHITA,14:15,1993,1993,"T316,T201,","BN,",1,"T3,T2,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1992:10:UP:1092FW009,0,0,3200,9000,0,0,0,DALLAS,15:50,1992,1993,"T399,","ATK,UP,",2,"T3,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:10:SP:J3752,0,0,500,65000,0,0,0,JEFFERSON,16:20,1992,1993,"H601,","SP,",7,"H6,","H,",SIDING,Texas,31.827233,-99.423022,16,Afternoon
Fire/violent rupture,1992:10:ATSF:011092111,0,0,0,25000,0,0,0,GRAY,13:00,1992,1993,"E73L,","ATSF,",1,"E7,","E,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1992:11:ATSF:041192102,0,0,16715,13910,0,0,0,HARRIS,15:15,1992,1993,"E40C,","ATSF,",7,"E4,","E,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Other impacts,1992:11:KLLZ:INDUSTRY,0,0,0,68500,0,0,0,HARRIS,16:15,1992,1993,"H702,","BN,",1,"H7,","H,",INDUSTRY,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:09:UP:0992SA013,0,0,0,6750,1,0,0,BEXAR,16:30,1992,1992,"E40C,","UP,",1,"E4,","E,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Highway-rail impact,1992:10:ATSF:021092107,1,0,24000,476000,4,4,0,PARMER,14:20,1992,1993,"M302,","ATSF,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Other impacts,1992:10:UP:1092SA011,0,0,45880,34200,0,0,0,MCLENNAN,13:27,1992,1993,"T308,","UP,",1,"T3,","T,",MAIN,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1992:10:BRG:A61,0,0,11141,2039,0,0,0,CAMERON,12:45,1992,1993,"H999,","BRG,UP,",7,"H9,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1993:02:AUNW:DR04193,0,0,6474,250,0,0,0,WILLIAMSON,15:20,1993,1993,"T110,","AUNW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:09:UP:0992HO030,0,0,127875,14000,0,0,0,CALHOUN,15:15,1992,1992,"T102,","UP,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1992:09:UP:0992RR012,0,0,36066,49450,0,0,0,ANDERSON,15:20,1992,1992,"E46C,","UP,",1,"E4,","E,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1993:01:ATSF:020193127,0,0,11000,460,10,3,0,MOORE,16:50,1993,1993,"T110,","ATSF,",1,"T1,","T,",SIDING,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1992:10:UP:1092FW016,0,0,1900,53500,0,0,0,DALLAS,14:40,1992,1993,"T314,","ATK,UP,",2,"T3,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:06:SP:G1203,0,0,17098,172,0,0,0,BEXAR,16:00,1993,1993,"T110,","SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1993:03:ATSF:070393105,0,0,6500,5800,0,0,0,HARDIN,14:50,1993,1993,"H306,H303,","ATSF,",7,"H3,","H,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:04:SP:H1433,0,0,6500,13584,0,0,0,HARRIS,15:15,1993,1993,"M505,","SP,",7,"M5,","M,",INDUSTRY,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1993:03:ATSF:040393103,0,0,3000,43360,0,0,0,COOKE,14:15,1993,1993,"H505,","ATSF,",1,"H5,","H,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Side collision,1993:06:SP:H2373,0,0,3000,14850,16,3,0,HARRIS,12:30,1993,1993,"E69C,","SP,",75,"E6,","E,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Other impacts,1993:05:SP:F1153,0,0,200,11085,3,2,0,EL PASO,13:55,1993,1993,"H301,","SP,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1993:06:BN:FW0311,0,0,30500,16500,2,0,0,TARRANT,13:45,1993,1993,"T110,H503,","BN,",1,"T1,H5,","T,H,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1993:04:ATSF:080493105,0,0,63000,92800,0,0,0,NOLAN,12:15,1993,1993,"M405,","ATSF,",1,"M4,","M,",MAIN,Texas,31.827233,-99.423022,12,Afternoon
Derailments,1993:04:SP:H1573,0,0,2276,32600,0,0,0,HARRIS,16:30,1993,1993,"T202,","SP,",7,"T2,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1993:05:ATSF:080593104,0,0,25000,18200,11,3,0,LUBBOCK,15:10,1993,1993,"T399,","ATSF,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Other impacts,1993:02:ATSF:050293106,0,0,500,7530,0,0,0,TARRANT,16:30,1993,1993,"H306,","ATSF,",1,"H3,","H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1993:04:ATSF:070493103,0,0,25000,11500,7,0,0,POTTER,14:15,1993,1993,"T314,","ATSF,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:05:SP:H1843,0,0,9337,17350,0,0,0,HARRIS,16:05,1993,1993,"T110,","HBT,SP,",7,"T1,","T,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Side collision,1993:04:ATSF:050493105,0,0,7000,28350,0,0,0,TARRANT,12:50,1993,1993,"H306,","ATSF,",7,"H3,","H,",YARD,Texas,31.827233,-99.423022,12,Afternoon
Other impacts,1993:04:HBT:AX930401,0,0,800,20500,0,0,0,HARRIS,16:00,1993,1993,"H310,","HBT,",76,"H3,","H,",MAIN,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1993:06:ATSF:070693102,0,0,35000,54500,1,0,0,POTTER,15:15,1993,1993,"T109,","ATSF,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1993:05:ATSF:050593102,0,0,11000,43870,0,0,0,TAYLOR,15:45,1993,1993,"H702,","ATSF,",1,"H7,","H,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1993:04:HBT:AX930402,0,0,6000,26762,0,0,0,HARRIS,16:20,1993,1993,"M204,","HBT,",76,"M2,","M,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1993:03:UP:0393SA018,0,0,12000,27200,0,0,0,BEXAR,14:50,1993,1993,"E21C,","UP,",1,"E2,","E,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:04:UP:0493RR019,0,0,31550,3900,0,0,0,VAN ZANDT,14:30,1993,1993,"T217,","UP,",1,"T2,","T,",INDUSTRY,Texas,31.827233,-99.423022,14,Afternoon
Side collision,1993:04:PTRA:APR0293,0,0,6164,24487,0,0,0,HARRIS,15:00,1993,1993,"H211,","PTRA,",7,"H2,","H,",YARD,Texas,31.827233,-99.423022,15,Afternoon
Derailments,1993:05:UP:0593RR001,0,0,129000,2150,0,0,0,GREGG,13:15,1993,1993,"T318,","UP,",1,"T3,","T,",YARD,Texas,31.827233,-99.423022,13,Afternoon
Derailments,1993:05:SP:H1973,0,0,5000,63500,0,0,0,HARRIS,14:40,1993,1993,"H306,H211,","SP,",15,"H3,H2,H3,H2,","H,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Other impacts,1993:04:SP:F1143,0,0,200,15000,0,0,0,EL PASO,16:50,1993,1993,"H020,","SP,",7,"H0,","H,",YARD,Texas,31.827233,-99.423022,16,Afternoon
Derailments,1993:04:GVSR:1793,0,0,4000,12000,0,0,0,GALVESTON,14:30,1993,1993,"T311,","GVSR,",7,"T3,","T,",YARD,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:03:AUNW:DR07893,0,0,11125,1837,0,0,0,TRAVIS,14:40,1993,1993,"T110,","AUNW,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:06:ATSF:050693101,0,0,372000,353460,2,0,0,ERATH,14:15,1993,1993,"T109,","ATSF,",1,"T1,","T,",MAIN,Texas,31.827233,-99.423022,14,Afternoon
Derailments,1993:07:UP:0793RR017,0,0,52455,2740,0,0,0,WALKER,16:00,1993,1993,"T110,","UP,",1,"T1,","T,",INDUSTRY,Texas,31.827233,-99.423022,16,Afternoon
Highway-rail impact,1993:08:UP:0893VB010,0,0,7500,100,0,0,0,DENTON,15:35,1993,1993,"M302,","UP,",1,"M3,","M,",MAIN,Texas,31.827233,-99.423022,15,Afternoon
